company,job_tittle,role_family,experiance,exp_min,exp_mid,exp_max,exp_bucket,location,primary_city,metro,location_level,salary,salary_clean,salary_min,salary_mid,salary_max,salary_bucket,required_skill,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_machine_learning,has_pandas,has_numpy,has_spark,has_aws,has_statistics,job_detail
infosys,full stack developer,full stack developer,2-7,2,4.5,7,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['sql server', 'visual studio', 'debugging', 'troubleshooting', 'agile', 'c#', 'microsoft technologies', 'unit testing', 'relational databases', 'net development', 'sql', 'git', 'scrum', '.net', 'mysql', 'visual basic']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']"
infosys,software development,software development,4-9,4,6.5,9,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['qml', 'c++', 'qt', 'linux']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization']"
infosys,software development,software development,5-9,5,7.0,9,mid (6–8),"hyderabad, pune, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['angularjs', 'java']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization, B.Sc in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
randstad digital,software development,software development,1-6,1,3.5,6,junior (3–5),chennai,chennai,chennai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['postgresql', 'aws', 'sql']",0,1,0,0,0,0,0,0,0,1,0,"['Role: Software Development - Other', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']"
infosys,software development,software development,4-9,4,6.5,9,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['c#', '.net', 'asp.net', 'mvc', 'asp.net mvc']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']"
infosys,software development,software development,5-8,5,6.5,8,mid (6–8),"pune, chennai, bengaluru",pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['java', 'spring boot']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization']"
tcs,it & information security,it & information security,6-8,6,7.0,8,mid (6–8),"hyderabad, chennai",hyderabad,hyderabad,city,5-15 Lacs P.A.,5-15 lacs,5.0,10.0,15.0,10-15 LPA,"['ruby rails', 'asp.net', 'javascript', 'sql server']",0,1,0,0,0,0,0,0,0,0,0,"['Role: IT & Information Security - Other', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT & Information Security - Other', 'UG: Any Graduate']"
optum,software development,software development,2-7,2,4.5,7,junior (3–5),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['cobol', 'as400', 'rpgle', 'synon 2e']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: Analytics / KPO / Research', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization']"
unknown company,full stack developer,full stack developer,2-4,2,3.0,4,junior (3–5),"hosur, bengaluru",bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['computer science', 'postgresql', 'agile', 'system design', 'test cases', 'open source', 'information technology', 'sdlc', 'python']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Full Stack Developer', 'Industry Type: Automobile', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Production/Industrial, Any Graduate', 'PG: Any Postgraduate']"
jpmorgan chase bank,software development,software development,2-4,2,3.0,4,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['operational risk', 'compliance', 'data collection', 'workflow', 'management', 'ms office', 'banking products', 'application software', 'client onboarding', 'supervision']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: Financial Services', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']"
infosys,software development,software development,4-9,4,6.5,9,mid (6–8),"hyderabad, pune, bengaluru",hyderabad,hyderabad,city,5-15 Lacs P.A.,5-15 lacs,5.0,10.0,15.0,10-15 LPA,"['java', 'react.js', 'spring boot']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, CS in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
accenture,software development,software development,5-10,5,7.5,10,mid (6–8),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['project management', 'application development', 'agile methodology', 'ms project', 'program management', 'primavera', 'dbms', 'sql server', 'pmp', 'java', 'pmo', 'j2ee', 'scrum', 'agile', 'project coordination', 'project planning', 'jira']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
infosys,software development,software development,4-9,4,6.5,9,mid (6–8),"hyderabad, pune, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,['node.js'],0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization']"
infosys,software development,software development,4-9,4,6.5,9,mid (6–8),"hyderabad, pune, bengaluru",hyderabad,hyderabad,city,5-15 Lacs P.A.,5-15 lacs,5.0,10.0,15.0,10-15 LPA,['gcp'],0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, CS in Any Specialization, MCA in Any Specialization']"
infosys,software development,software development,4-9,4,6.5,9,mid (6–8),"hyderabad, pune, bengaluru",hyderabad,hyderabad,city,5-15 Lacs P.A.,5-15 lacs,5.0,10.0,15.0,10-15 LPA,['.net'],0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization']"
capgemini,software development,software development,4-6,4,5.0,6,junior (3–5),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,4-9 Lacs P.A.,4-9 lacs,4.0,6.5,9.0,6-10 LPA,"['seibel', 'siebel crm', 'siebel eai', 'siebel tools']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E.']"
jpmorgan chase bank,software development,software development,3-8,3,5.5,8,mid (6–8),"hyderabad, ahmedabad, greater noida, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['system architecture', 'linq', 'coding', 'debugging', 'machine learning', 'agile', 'system design', 'application development', 'troubleshooting', 'sql']",0,1,0,0,0,1,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: Financial Services', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']"
capgemini,software development,software development,6-10,6,8.0,10,mid (6–8),"hyderabad, pune, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['cmdb', 'servicenow']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']"
jpmorgan chase bank,software development,software development,3-8,3,5.5,8,mid (6–8),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['system architecture', 'wealth management', 'coding', 'debugging', 'machine learning', 'agile', 'system design', 'application development', 'troubleshooting', 'python']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: Financial Services', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']"
infosys,software development,software development,4-9,4,6.5,9,mid (6–8),"ahmedabad, chennai, bengaluru",ahmedabad,ahmedabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['react.js', 'javascript']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization']"
accenture,software development,software development,2-5,2,3.5,5,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['application design', 'application development', 'product development', 'agile', 'c#', 'rest', 'project management', 'css', 'web services', 'hibernate', 'javascript', 'jquery', 'sql', 'microservices', 'spring', 'java', 'asp.net', 'j2ee', 'technical specifications', 'html', 'mysql']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
tcs,full stack developer,full stack developer,5-8,5,6.5,8,mid (6–8),bengaluru,bangalore,bangalore,city,5-11 Lacs P.A.,5-11 lacs,5.0,8.0,11.0,6-10 LPA,"['java', 'spring boot', 'aws']",0,0,0,0,0,0,0,0,0,1,0,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate']"
accenture,software development,software development,2-5,2,3.5,5,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['application design', 'application development', 'product development', 'agile', 'c#', 'rest', 'css', 'web services', 'hibernate', 'javascript', 'jquery', 'sql', 'microservices', 'spring', 'java', 'asp.net', 'j2ee', 'technical specifications', 'html', 'mysql']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
infosys,software development,software development,3-5,3,4.0,5,junior (3–5),"hyderabad, pune, bengaluru",hyderabad,hyderabad,city,3-7 Lacs P.A.,3-7 lacs,3.0,5.0,7.0,3-6 LPA,"['java', 'spring boot', 'hibernate', 'microservices']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization, B.Sc in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
unknown company,full stack developer,full stack developer,3-6,3,4.5,6,junior (3–5),"hosur, bengaluru",bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['ui development', 'infotainment', 'application design', 'version control', 'opengl', 'agile', 'scrum', 'unit testing', 'automotive', 'android']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Full Stack Developer', 'Industry Type: Automobile', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
infosys,software development,software development,5-10,5,7.5,10,mid (6–8),"hyderabad, ahmedabad, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['java architecture', 'spring boot', 'microservices', 'core java', 'hibernate', 'j2ee architecture']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization']"
accenture,back end developer,back end developer,2-5,2,3.5,5,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['apex', 'sales force development', 'visualforce', 'software testing', 'web services', 'application development', 'salesforce']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Back End Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,back end developer,back end developer,2-5,2,3.5,5,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['apex', 'sales force development', 'salesforce', 'visualforce', 'software testing', 'web services', 'application development']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Back End Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
capgemini,automation test engineer,automation test engineer,3-6,3,4.5,6,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['continuous integration', 'cucumber', 'selenium', 'web application', 'automation testing', 'automation tools', 'java', 'agile', 'digital transformation']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,back end developer,back end developer,2-5,2,3.5,5,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['salesforce', 'sales force development', 'visualforce', 'software testing', 'apex', 'application development', 'technical architecture']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Back End Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
infosys,software development,software development,4-9,4,6.5,9,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['java', 'react.js', 'hibernate', 'javascript', 'j2ee', 'spring boot', 'microservices']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Data Science, Information System Management, Computers, Computer Science, IT, BCA in Any Specialization', 'PG: M.Tech in Any Specialization, MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
infosys,software development,software development,4-9,4,6.5,9,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['plsql', 'oracle development']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization', 'PG: MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization']"
tinvio digital services,full stack developer,full stack developer,7-10,7,8.5,10,senior (9–12),kanpur,kanpur,kanpur,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['css', 'ui', 'javascript', 'html', 'react.js']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate', 'Doctorate: Doctorate Not Required']"
infosys,software development,software development,5-10,5,7.5,10,mid (6–8),"ahmedabad, chennai, bengaluru",ahmedabad,ahmedabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['.net', 'asp.net', 'c#', 'mvc', 'asp.net mvc']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization']"
marriott,software development,software development,1-2,1,1.5,2,entry (0–2),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['guest service', 'banquets', 'customer service', 'guest handling', 'steward activities', 'guest relations', 'bartending', 'operations', 'beverage', 'hospitality', 'butler activities', 'catering', 'room service', 'hotel management', 'restaurant management', 'resort', 'communication skills']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: Hotels & Restaurants', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']"
national institute for smart government (nisg),software development,software development,2-6,2,4.0,6,junior (3–5),itanagar,itanagar,itanagar,city,3-3.5 Lacs P.A.,3-3.5 lacs,3.0,3.25,3.5,3-6 LPA,"['mysql', 'javascript', 'php', 'laravel', 'css', 'html']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: Management Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Temporary/Contractual', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, BCA in Any Specialization', 'PG: MCA in Any Specialization']"
infosys,software development,software development,3-6,3,4.5,6,junior (3–5),"pune, chennai, bengaluru",pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['java', 'hibernate', 'spring boot', 'microservices']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization']"
infosys,software development,software development,4-9,4,6.5,9,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['java', 'hibernate', 'j2ee', 'spring boot', 'microservices']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization']"
infosys,software development,software development,3-8,3,5.5,8,mid (6–8),"pune, chennai, bengaluru",pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['java', 'hibernate', 'spring boot', 'j2ee', 'microservices']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
volvo,software development,software development,1-5,1,3.0,5,junior (3–5),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['infotainment', 'coding', 'shaping', 'infrastructure', 'transition', 'scrum', 'data privacy', 'unit testing', 'android']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: Automobile', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']"
infosys,software development,software development,3-8,3,5.5,8,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['servicenow', 'csm']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization']"
infosys,software development,software development,3-8,3,5.5,8,mid (6–8),"hyderabad, chennai, bengaluru",hyderabad,hyderabad,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['c#', '.net', 'asp.net', 'mvc', 'dotnet']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization']"
unknown company,full stack developer,full stack developer,4-9,4,6.5,9,mid (6–8),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['microservices', 'java', 'collections', 'hibernate', 'sql', 'docker', 'ansible', 'spring', 'git', 'spring mvc', 'design patterns', 'linux', 'j2ee', 'jenkins', 'mysql', 'html', 'rest', 'junit', 'python', 'c', 'maven', 'spring boot', 'splunk', 'aws']",1,1,0,0,0,0,0,0,0,1,0,"['Role: Full Stack Developer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
infosys,software development,software development,3-5,3,4.0,5,junior (3–5),"pune, chennai, bengaluru",pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['.net', 'c#', 'asp.net']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization']"
infosys,software development,software development,3-8,3,5.5,8,mid (6–8),"pune, bengaluru, mumbai",pune,pune,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['servicenow', 'csm']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization']"
infosys,software development,software development,5-10,5,7.5,10,mid (6–8),"chennai, bengaluru, delhi / ncr",chennai,chennai,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['cobol', 'mainframes', 'jcl', 'db2']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization']"
indecomm,front end developer,front end developer,3-8,3,5.5,8,mid (6–8),bengaluru,bangalore,bangalore,city,3L_to_6L,3l_to_6l,3.0,4.5,6.0,3-6 LPA,"['reacts js', 'javascript', 'css', 'ui', 'html', 'react.js', 'aws', 'support', 'sql']",0,1,0,0,0,0,0,0,0,1,0,"['Role: Front End Developer', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization, BCA in Web Programming, Computers, Computer Applications, Data Science, Web Development, Computer Science, B.Sc in Any Specialization']"
